id;fecha;temp;feelslike;dew;humidity;precip;precipprob;windgust;windspeed;winddir;cloudcover;visibility;conditionsDay
4604;12/01/2026 04:00;7.5;6.8;3.8;77.1;0.0;12;14.8;8.8;288;70.3;9.6;partly-cloudy
10188;12/01/2026 04:00;7.0;6.0;3.7;77.2;0.0;19;14.6;8.0;205;69.4;11.2;partly-cloudy
3641;12/01/2026 04:00;6.8;6.4;3.2;76.8;0.0;2;13.3;8.7;255;67.8;11.3;partly-cloudy
4165;12/01/2026 04:00;7.9;7.0;3.0;76.8;0.0;4;17.0;6.6;222;73.5;13.9;partly-cloudy
4722;12/01/2026 04:00;7.8;7.0;3.1;81.8;0.0;14;14.9;8.5;269;79.6;9.5;partly-cloudy
6584;12/01/2026 04:00;8.1;7.2;3.5;86.1;0.0;11;12.3;5.2;247;76.0;11.8;partly-cloudy
5313;12/01/2026 04:00;6.8;6.0;3.5;80.9;0.0;2;12.4;8.2;272;56.2;12.8;partly-cloudy
10422;12/01/2026 04:00;6.2;5.4;3.0;88.1;0.0;7;14.9;5.8;295;76.4;12.5;partly-cloudy
3932;12/01/2026 04:00;6.4;5.9;3.7;80.4;0.0;2;12.5;10.2;266;78.3;11.4;partly-cloudy
9907;12/01/2026 04:00;8.1;7.4;3.3;85.1;0.0;0;16.9;3.8;229;77.4;11.8;partly-cloudy
4856;12/01/2026 04:00;5.9;5.0;3.9;82.2;0.0;16;15.0;5.1;267;60.9;7.8;partly-cloudy
4995;12/01/2026 04:00;7.0;6.1;2.7;76.3;0.0;10;14.1;8.9;297;58.9;11.6;partly-cloudy
10394;12/01/2026 04:00;6.7;6.3;4.2;77.7;0.0;10;10.6;4.9;273;60.1;13.6;partly-cloudy
9989;12/01/2026 04:00;6.0;4.8;3.8;78.0;0.0;14;13.4;6.9;201;85.7;8.5;cloudy
4930;12/01/2026 04:00;6.8;5.7;3.1;84.0;0.0;0;17.7;7.8;205;59.7;9.7;partly-cloudy
10258;12/01/2026 04:00;7.2;6.5;2.5;77.2;0.0;11;17.7;4.4;232;77.5;10.1;partly-cloudy
10793;12/01/2026 04:00;7.7;7.2;3.4;78.4;0.0;21;19.3;8.0;277;58.0;10.7;partly-cloudy
3897;12/01/2026 04:00;7.1;6.5;4.2;78.1;0.0;1;11.0;6.0;214;37.8;8.8;partly-cloudy
11352;12/01/2026 04:00;6.8;6.0;4.2;78.1;0.0;13;16.3;6.2;209;34.2;14.8;partly-cloudy
4068;12/01/2026 04:00;7.0;5.7;3.8;82.8;0.0;13;12.6;9.1;229;32.2;9.3;partly-cloudy
5566;12/01/2026 04:00;5.9;5.1;4.0;82.1;0.0;10;16.8;9.8;217;62.5;9.7;partly-cloudy
5773;12/01/2026 04:00;7.3;7.0;3.3;77.3;0.0;20;14.9;8.0;261;32.4;11.6;partly-cloudy
10146;12/01/2026 04:00;8.2;7.2;2.9;79.4;0.0;7;13.9;2.7;250;67.7;10.2;partly-cloudy
4986;12/01/2026 04:00;7.2;6.3;3.7;86.7;0.0;0;19.1;7.3;200;88.5;13.1;cloudy
5148;12/01/2026 04:00;7.2;6.4;4.6;75.4;0.0;24;16.0;6.6;257;80.0;14.0;cloudy
10360;12/01/2026 04:00;6.1;5.2;3.1;87.4;0.0;8;17.2;7.9;299;83.4;13.4;cloudy
5238;12/01/2026 04:00;7.9;7.0;2.8;84.8;0.0;13;9.8;10.0;228;54.9;11.6;partly-cloudy
5590;12/01/2026 04:00;6.7;6.0;4.2;84.7;0.0;4;17.5;8.8;246;56.9;12.7;partly-cloudy
3852;12/01/2026 04:00;8.7;8.1;3.3;89.6;0.0;7;17.3;7.0;231;70.5;10.6;partly-cloudy
10144;12/01/2026 04:00;6.6;6.0;2.5;81.0;0.0;4;22.1;4.9;208;50.7;11.6;partly-cloudy
6512;12/01/2026 04:00;7.0;6.3;3.7;79.9;0.0;30;8.9;8.4;270;67.5;11.1;partly-cloudy
9863;12/01/2026 04:00;7.2;6.4;3.7;81.2;0.0;8;9.7;9.2;282;46.2;15.7;partly-cloudy
3631;12/01/2026 04:00;6.8;5.9;2.8;86.7;0.0;11;14.6;6.0;235;52.9;13.3;partly-cloudy
6819;12/01/2026 04:00;7.8;7.1;2.8;90.2;0.1;9;13.2;3.7;246;80.3;15.3;cloudy
4381;12/01/2026 04:00;6.7;6.0;2.9;87.8;0.0;5;16.8;4.5;201;59.3;14.6;partly-cloudy
6026;12/01/2026 04:00;7.4;6.5;3.8;83.2;0.0;22;16.3;6.8;272;53.9;12.9;partly-cloudy
10128;12/01/2026 04:00;6.7;5.9;3.0;78.1;0.0;10;8.7;8.6;237;49.9;10.8;partly-cloudy
6070;12/01/2026 04:00;6.2;5.6;3.9;70.6;0.0;7;18.1;5.6;285;71.0;14.1;partly-cloudy
10147;12/01/2026 04:00;6.5;5.7;3.2;78.8;0.0;21;11.1;7.0;238;60.9;15.1;partly-cloudy
6374;12/01/2026 04:00;6.3;5.4;3.5;75.8;0.0;11;12.0;4.9;288;67.5;10.1;partly-cloudy
4776;12/01/2026 04:00;6.6;5.8;3.5;90.6;0.0;9;11.7;4.7;203;94.3;11.3;cloudy
11344;12/01/2026 04:00;6.2;5.3;2.8;92.9;0.0;0;10.7;8.8;223;88.2;12.8;cloudy
11091;12/01/2026 04:00;7.1;6.0;3.2;82.2;0.0;17;10.8;7.7;239;73.3;11.8;partly-cloudy
4839;12/01/2026 04:00;8.0;7.1;3.6;88.4;0.0;29;10.6;5.6;238;70.1;9.9;partly-cloudy
3517;12/01/2026 04:00;6.6;5.8;3.4;87.6;0.0;0;15.2;7.2;205;74.9;9.9;partly-cloudy
10393;12/01/2026 04:00;7.9;7.0;2.9;73.0;0.0;17;13.3;5.7;219;46.8;12.5;partly-cloudy
3443;12/01/2026 04:00;6.4;5.9;3.2;85.8;0.0;26;12.5;6.6;287;80.0;10.1;partly-cloudy
5069;12/01/2026 04:00;6.6;5.9;3.5;79.9;0.0;13;11.7;5.3;280;72.7;13.5;partly-cloudy
3794;12/01/2026 04:00;7.6;6.9;3.5;81.7;0.0;2;7.0;5.4;230;66.8;16.8;partly-cloudy
4994;12/01/2026 04:00;6.2;5.3;3.1;88.3;0.0;12;19.0;4.8;200;97.7;10.6;cloudy
10364;12/01/2026 04:00;7.7;7.0;3.5;75.0;0.0;5;13.0;7.3;273;81.3;11.8;cloudy
3770;12/01/2026 04:00;8.7;8.2;3.1;70.8;0.0;18;13.8;7.6;217;41.4;11.6;partly-cloudy
10008;12/01/2026 04:00;5.7;4.8;3.0;85.7;0.0;12;15.1;7.4;258;89.4;13.8;cloudy
10112;12/01/2026 04:00;6.3;5.4;3.8;77.1;0.0;10;15.7;8.9;234;50.5;13.1;partly-cloudy
6052;12/01/2026 04:00;8.3;7.6;3.6;84.2;0.0;2;4.7;11.8;256;65.8;10.4;partly-cloudy
6337;12/01/2026 04:00;7.3;6.4;4.0;69.1;0.0;3;17.4;10.0;207;37.3;11.6;partly-cloudy
4996;12/01/2026 04:00;6.3;5.8;3.5;80.3;0.0;9;7.7;9.7;285;72.7;9.1;partly-cloudy
6578;12/01/2026 04:00;7.2;6.4;3.7;83.0;0.0;15;15.0;9.0;234;50.5;11.2;partly-cloudy
10796;12/01/2026 04:00;7.7;6.6;4.1;77.7;0.0;2;15.7;3.1;213;67.6;9.4;partly-cloudy
1022;12/01/2026 04:00;6.1;5.2;3.9;74.9;0.0;12;11.4;7.5;243;46.8;12.9;partly-cloudy
1027;12/01/2026 04:00;6.9;5.9;3.3;82.5;0.0;4;12.1;5.7;261;78.1;10.3;partly-cloudy
7119;12/01/2026 04:00;6.5;6.0;3.6;78.1;0.0;10;12.0;4.7;221;90.8;7.9;cloudy
5712;12/01/2026 04:00;6.9;6.6;2.8;80.8;0.0;6;11.5;3.8;232;76.7;9.1;partly-cloudy
10825;12/01/2026 04:00;6.9;6.2;2.6;90.5;0.0;16;17.9;6.1;218;78.8;9.6;partly-cloudy
6169;12/01/2026 04:00;7.4;6.5;2.7;78.9;0.0;12;18.2;4.5;236;35.0;12.2;partly-cloudy
11170;12/01/2026 04:00;7.3;6.4;3.3;79.7;0.0;13;10.6;5.1;245;68.3;12.1;partly-cloudy
11232;12/01/2026 04:00;7.2;6.2;4.3;75.8;0.0;0;11.3;6.3;260;91.7;10.8;cloudy
10878;12/01/2026 04:00;7.5;6.7;3.2;73.0;0.1;22;14.1;7.6;290;24.1;10.0;clear
4558;12/01/2026 04:00;7.3;6.7;3.4;81.8;0.0;4;15.8;8.5;208;96.6;12.3;cloudy
4609;12/01/2026 04:00;6.9;5.9;3.2;72.9;0.0;0;16.2;7.2;275;87.1;11.0;cloudy
6912;12/01/2026 04:00;6.6;5.8;3.5;82.5;0.0;21;16.0;3.4;276;55.4;12.0;partly-cloudy
4841;12/01/2026 04:00;7.8;7.1;4.1;76.9;0.0;18;12.1;9.0;245;61.8;8.4;partly-cloudy
5890;12/01/2026 04:00;6.3;5.7;3.8;82.3;0.0;20;10.7;7.4;258;89.2;11.7;cloudy
11262;12/01/2026 04:00;7.8;6.9;2.9;85.9;0.0;9;16.8;7.6;285;69.1;11.7;partly-cloudy
10553;12/01/2026 04:00;8.2;7.3;3.8;81.9;0.0;16;11.5;9.3;213;67.0;10.7;partly-cloudy
5963;12/01/2026 04:00;7.0;6.0;3.7;83.0;0.0;12;14.9;3.4;248;72.1;9.9;partly-cloudy
10439;12/01/2026 04:00;7.9;6.8;3.7;66.1;0.0;9;13.2;7.6;203;93.2;11.4;cloudy
3672;12/01/2026 04:00;6.2;5.2;3.3;82.3;0.0;1;16.3;10.3;298;86.5;12.0;cloudy
5064;12/01/2026 04:00;7.4;6.1;3.9;84.6;0.0;11;14.1;5.1;219;48.0;12.2;partly-cloudy
5242;12/01/2026 04:00;7.0;6.3;3.7;75.1;0.0;8;12.8;7.5;215;72.9;12.7;partly-cloudy
10081;12/01/2026 04:00;7.0;6.2;3.4;83.6;0.0;3;13.5;6.1;219;95.1;14.1;cloudy
3436;12/01/2026 04:00;7.1;6.4;3.4;78.9;0.0;0;17.9;10.3;246;57.2;16.5;partly-cloudy
5994;12/01/2026 04:00;7.5;6.8;3.4;77.5;0.0;7;11.6;7.4;220;82.0;14.2;cloudy
6260;12/01/2026 04:00;7.1;6.4;3.1;82.6;0.0;30;12.7;4.7;288;95.6;10.4;cloudy
6405;12/01/2026 04:00;7.2;6.3;4.3;74.0;0.0;17;15.2;7.4;273;34.1;12.3;partly-cloudy
10353;12/01/2026 04:00;6.5;5.4;3.9;84.3;0.0;9;19.0;6.5;220;61.1;13.0;partly-cloudy
11166;12/01/2026 04:00;6.2;6.0;3.8;89.9;0.0;2;18.3;5.9;215;88.1;10.7;cloudy
4196;12/01/2026 04:00;6.5;6.0;3.0;77.8;0.0;10;11.6;1.3;263;80.2;13.7;cloudy
3739;12/01/2026 04:00;7.0;6.4;3.3;76.8;0.0;1;16.9;8.8;209;36.7;9.1;partly-cloudy
9906;12/01/2026 04:00;6.9;6.1;3.9;81.3;0.0;13;12.6;9.1;290;82.1;12.4;cloudy
4803;12/01/2026 04:00;6.8;6.0;3.5;76.7;0.0;7;7.8;10.3;250;77.3;12.2;partly-cloudy
10871;12/01/2026 04:00;8.0;7.1;3.1;79.5;0.0;20;14.3;5.9;203;58.0;12.8;partly-cloudy
5169;12/01/2026 04:00;7.7;7.1;3.1;71.5;0.0;5;11.9;4.6;243;51.3;13.1;partly-cloudy
7037;12/01/2026 04:00;7.2;6.6;4.1;81.3;0.0;13;14.5;5.9;255;51.4;15.7;partly-cloudy
7032;12/01/2026 04:00;7.2;6.6;4.4;74.4;0.0;5;13.8;6.1;216;80.3;14.1;cloudy
5823;12/01/2026 04:00;7.2;6.2;3.7;86.0;0.0;16;19.3;4.8;213;72.8;11.5;partly-cloudy
11133;12/01/2026 04:00;8.3;7.6;3.7;96.8;0.0;17;11.5;3.1;258;60.6;9.0;partly-cloudy
9846;12/01/2026 04:00;7.1;6.2;3.7;66.0;0.0;9;13.9;5.4;284;48.8;13.5;partly-cloudy
3908;12/01/2026 04:00;7.0;6.4;4.1;88.7;0.0;1;14.3;5.7;267;59.7;13.1;partly-cloudy
4407;12/01/2026 04:00;7.6;6.5;3.7;79.1;0.0;1;13.8;8.9;205;60.8;11.4;partly-cloudy
