id;fecha;temp;feelslike;dew;humidity;precip;precipprob;windgust;windspeed;winddir;cloudcover;visibility;conditionsDay
5293;18/01/2026 18:30;8.6;7.5;3.9;70.8;0.0;25;14.9;10.0;210;83.1;13.8;cloudy
6849;18/01/2026 18:30;8.0;7.3;4.6;73.7;0.0;27;9.2;8.3;220;30.9;5.6;partly-cloudy
1035;18/01/2026 18:30;8.6;8.0;4.1;69.5;0.0;26;18.5;4.8;273;46.6;13.9;partly-cloudy
6862;18/01/2026 18:30;7.3;6.8;4.3;75.5;0.0;24;17.7;10.4;289;90.5;13.9;cloudy
6851;18/01/2026 18:30;7.5;6.7;2.6;75.8;0.0;19;17.5;5.1;276;64.0;13.7;partly-cloudy
6853;18/01/2026 18:30;7.8;7.0;3.9;76.6;0.0;19;11.5;4.5;233;61.9;12.9;partly-cloudy
7109;18/01/2026 18:30;8.4;7.6;4.5;82.6;0.0;28;19.2;7.1;212;69.9;10.9;partly-cloudy
11167;18/01/2026 18:30;8.6;8.0;3.8;83.4;0.0;17;17.3;9.0;200;27.8;9.2;clear
4859;18/01/2026 18:30;9.2;8.4;3.8;84.6;0.0;30;13.8;7.1;257;68.0;11.4;partly-cloudy
5310;18/01/2026 18:30;9.7;9.0;4.1;69.9;0.0;9;14.8;5.1;267;51.2;13.3;partly-cloudy
10955;18/01/2026 18:30;9.4;8.6;4.1;75.2;0.0;9;19.6;6.5;280;62.3;11.2;partly-cloudy
5311;18/01/2026 18:30;8.3;7.7;4.1;71.2;0.0;28;12.2;10.3;233;47.7;12.7;partly-cloudy
6698;18/01/2026 18:30;8.8;8.2;4.1;70.2;0.0;27;17.9;6.6;248;28.6;11.6;clear
3912;18/01/2026 18:30;9.1;8.3;3.7;72.8;0.0;25;8.5;3.1;279;52.5;8.4;partly-cloudy
4443;18/01/2026 18:30;8.0;7.4;4.4;78.7;0.0;21;10.6;4.7;284;49.0;13.5;partly-cloudy
4467;18/01/2026 18:30;8.0;7.5;4.6;69.3;0.0;28;14.8;6.6;237;80.5;14.6;cloudy
5549;18/01/2026 18:30;8.8;8.1;3.5;65.0;0.0;34;20.8;11.0;292;54.7;11.0;partly-cloudy
3645;18/01/2026 18:30;8.6;7.7;4.5;73.0;0.0;25;13.8;9.0;267;78.5;12.3;partly-cloudy
6072;18/01/2026 18:30;8.9;8.3;4.5;85.9;0.0;20;17.4;3.3;269;66.2;14.9;partly-cloudy
10890;18/01/2026 18:30;8.7;7.9;3.3;70.2;0.0;17;16.6;6.7;238;69.6;8.4;partly-cloudy
6256;18/01/2026 18:30;8.0;7.5;3.9;78.1;0.0;14;16.6;8.3;233;57.3;13.1;partly-cloudy
10845;18/01/2026 18:30;7.9;7.2;3.6;72.2;0.0;31;14.1;6.5;258;72.7;14.2;partly-cloudy
5365;18/01/2026 18:30;9.2;8.8;3.5;75.7;0.0;7;12.7;7.2;203;61.5;11.2;partly-cloudy
4170;18/01/2026 18:30;9.6;8.5;4.0;82.1;0.0;33;16.0;8.4;265;39.1;11.8;partly-cloudy
9920;18/01/2026 18:30;8.5;7.6;4.2;78.2;0.0;22;13.1;5.8;220;48.6;11.4;partly-cloudy
4520;18/01/2026 18:30;8.7;8.0;5.0;76.0;0.0;35;11.0;6.7;232;74.1;6.3;partly-cloudy
5889;18/01/2026 18:30;8.7;7.9;4.1;72.6;0.0;12;12.7;8.6;281;53.9;10.0;partly-cloudy
5106;18/01/2026 18:30;8.2;7.4;4.2;74.6;0.0;10;14.0;8.2;256;43.1;11.8;partly-cloudy
5174;18/01/2026 18:30;9.7;8.6;3.6;77.5;0.0;16;15.0;11.3;291;25.7;11.4;clear
1047;18/01/2026 18:30;8.1;7.5;4.0;76.5;0.0;24;13.5;8.1;237;78.0;14.4;partly-cloudy
4890;18/01/2026 18:30;7.0;6.3;3.9;76.4;0.0;17;21.5;8.7;248;66.2;13.7;partly-cloudy
4982;18/01/2026 18:30;8.6;8.3;4.2;73.8;0.0;22;13.2;12.2;273;70.9;14.2;partly-cloudy
10063;18/01/2026 18:30;9.2;8.5;4.2;71.2;0.0;27;20.9;10.3;227;91.7;14.0;cloudy
11107;18/01/2026 18:30;8.3;7.4;4.3;75.4;0.0;24;16.5;7.9;290;69.1;10.8;partly-cloudy
10779;18/01/2026 18:30;7.9;7.2;3.7;72.4;0.0;11;14.5;6.3;224;68.3;13.4;partly-cloudy
6516;18/01/2026 18:30;8.5;7.8;4.0;71.8;0.0;32;12.4;10.8;285;42.3;12.1;partly-cloudy
6505;18/01/2026 18:30;8.7;8.0;4.0;75.8;0.0;21;18.8;5.2;256;75.4;14.9;partly-cloudy
10922;18/01/2026 18:30;8.7;8.0;3.5;73.1;0.0;17;21.3;10.5;233;77.5;13.7;partly-cloudy
10658;18/01/2026 18:30;8.6;8.1;3.9;83.5;0.0;16;16.2;4.2;260;70.0;12.5;partly-cloudy
5888;18/01/2026 18:30;8.3;7.6;4.2;77.3;0.0;22;20.2;11.4;249;64.5;10.3;partly-cloudy
5292;18/01/2026 18:30;9.6;8.6;3.7;75.3;0.0;23;9.6;8.8;205;88.4;10.1;cloudy
3410;18/01/2026 18:30;7.8;7.4;4.1;72.2;0.0;26;16.0;8.9;254;54.6;10.7;partly-cloudy
6503;18/01/2026 18:30;8.9;8.4;4.6;77.6;0.0;14;23.2;9.8;214;63.6;15.4;partly-cloudy
6506;18/01/2026 18:30;9.5;8.5;3.9;72.9;0.0;17;15.2;6.4;293;76.3;11.6;partly-cloudy
10927;18/01/2026 18:30;8.8;7.9;4.8;83.9;0.0;24;15.9;8.4;221;51.4;10.2;partly-cloudy
10375;18/01/2026 18:30;8.0;7.1;3.5;81.3;0.0;25;14.2;9.0;216;47.5;13.8;partly-cloudy
5035;18/01/2026 18:30;9.0;8.3;4.0;79.3;0.0;25;15.5;7.7;217;72.8;13.6;partly-cloudy
9909;18/01/2026 18:30;8.6;7.8;3.9;67.9;0.0;18;16.1;9.3;295;93.9;13.1;cloudy
3632;18/01/2026 18:30;7.4;7.0;4.3;76.1;0.0;22;14.4;10.8;245;71.0;14.1;partly-cloudy
4780;18/01/2026 18:30;8.1;7.5;4.7;67.9;0.0;16;17.0;12.1;233;69.5;14.0;partly-cloudy
10566;18/01/2026 18:30;9.4;8.4;3.7;72.8;0.0;20;19.3;4.9;276;72.5;8.2;partly-cloudy
5151;18/01/2026 18:30;8.0;7.3;3.8;78.7;0.0;12;16.9;11.8;251;43.3;14.0;partly-cloudy
5264;18/01/2026 18:30;8.0;7.4;3.7;71.8;0.0;23;15.4;6.5;233;48.9;10.1;partly-cloudy
6906;18/01/2026 18:30;8.8;8.5;3.8;79.5;0.0;21;16.5;6.5;201;26.9;11.6;clear
3643;18/01/2026 18:30;7.8;7.3;4.2;77.0;0.1;24;13.1;4.4;271;56.5;12.6;partly-cloudy
3664;18/01/2026 18:30;7.8;6.6;4.4;72.2;0.0;16;13.6;7.1;243;87.6;12.2;cloudy
10986;18/01/2026 18:30;8.3;7.6;3.4;78.6;0.0;25;16.8;8.7;263;71.4;12.5;partly-cloudy
4596;18/01/2026 18:30;8.9;8.3;4.3;74.4;0.0;29;10.7;4.7;298;53.3;13.5;partly-cloudy
11041;18/01/2026 18:30;8.5;7.9;3.8;87.0;0.0;20;17.1;8.7;279;100.0;12.0;cloudy
11261;18/01/2026 18:30;8.6;7.8;4.4;71.1;0.0;20;20.4;7.5;278;58.1;8.0;partly-cloudy
3688;18/01/2026 18:30;7.6;6.8;4.2;69.1;0.0;25;13.5;9.1;293;20.0;15.8;clear
6230;18/01/2026 18:30;9.3;8.4;3.7;80.2;0.1;19;17.4;8.7;228;72.5;11.4;partly-cloudy
5487;18/01/2026 18:30;8.7;7.9;3.5;75.4;0.1;23;14.3;7.1;264;52.1;15.7;partly-cloudy
5761;18/01/2026 18:30;8.1;7.3;4.4;66.6;0.0;15;12.7;6.0;261;59.8;11.9;partly-cloudy
5926;18/01/2026 18:30;7.1;6.4;4.4;72.5;0.0;21;13.7;8.6;213;52.5;12.1;partly-cloudy
10440;18/01/2026 18:30;8.0;7.4;3.9;76.2;0.0;22;11.7;7.5;275;58.8;11.3;partly-cloudy
6335;18/01/2026 18:30;8.4;7.6;4.0;70.7;0.0;25;20.0;8.0;265;65.8;10.2;partly-cloudy
6468;18/01/2026 18:30;8.3;7.6;3.6;82.9;0.0;31;10.8;8.1;230;48.8;7.6;partly-cloudy
6473;18/01/2026 18:30;7.7;6.7;3.9;76.3;0.0;22;18.2;6.7;245;59.8;11.7;partly-cloudy
10477;18/01/2026 18:30;8.1;7.7;4.2;72.3;0.0;31;16.0;6.8;200;41.3;16.3;partly-cloudy
4124;18/01/2026 18:30;8.6;8.1;4.1;69.3;0.0;2;13.3;10.4;279;73.7;10.0;partly-cloudy
10608;18/01/2026 18:30;8.8;8.5;3.0;77.7;0.0;24;16.9;6.1;286;72.4;11.6;partly-cloudy
4291;18/01/2026 18:30;8.4;7.8;4.2;70.4;0.0;26;12.2;9.5;265;44.6;9.6;partly-cloudy
4329;18/01/2026 18:30;8.7;7.7;4.1;89.8;0.0;30;14.2;10.2;252;34.7;15.0;partly-cloudy
7102;18/01/2026 18:30;8.4;7.8;4.0;78.7;0.0;28;11.9;6.5;220;64.5;11.8;partly-cloudy
4668;18/01/2026 18:30;8.1;7.2;4.0;70.2;0.0;30;14.7;5.6;258;56.1;9.7;partly-cloudy
3787;18/01/2026 18:30;8.5;7.8;4.6;86.9;0.0;28;15.1;5.6;253;57.9;14.4;partly-cloudy
3916;18/01/2026 18:30;8.8;8.2;4.4;72.6;0.0;22;12.3;9.1;235;63.7;10.7;partly-cloudy
3918;18/01/2026 18:30;8.1;7.5;3.5;65.9;0.0;17;14.2;6.0;262;34.6;8.7;partly-cloudy
11146;18/01/2026 18:30;9.5;8.7;3.6;80.3;0.1;30;17.2;7.9;240;63.3;13.3;partly-cloudy
10338;18/01/2026 18:30;8.7;8.0;4.0;81.3;0.0;15;20.2;7.9;207;89.3;11.6;cloudy
1003;18/01/2026 18:30;8.0;7.3;4.6;74.4;0.0;19;11.1;9.5;216;82.2;10.7;cloudy
1048;18/01/2026 18:30;8.4;7.6;4.4;66.7;0.0;30;12.5;10.8;282;54.9;12.3;partly-cloudy
6907;18/01/2026 18:30;8.9;8.4;3.6;79.1;0.0;18;13.4;7.8;293;63.6;13.1;partly-cloudy
4054;18/01/2026 18:30;7.6;6.8;4.1;64.5;0.0;7;19.4;5.6;253;52.3;10.7;partly-cloudy
5540;18/01/2026 18:30;9.9;9.2;4.2;80.4;0.0;13;15.3;8.4;272;76.9;11.5;partly-cloudy
5790;18/01/2026 18:30;10.4;10.0;4.1;64.5;0.0;17;12.2;7.5;234;63.2;14.5;partly-cloudy
6059;18/01/2026 18:30;9.2;8.4;4.3;83.5;0.0;28;14.2;10.5;231;54.7;14.2;partly-cloudy
6242;18/01/2026 18:30;8.7;7.9;3.5;68.0;0.0;15;10.1;10.8;298;62.7;13.9;partly-cloudy
10758;18/01/2026 18:30;8.2;7.7;4.4;81.8;0.0;41;14.3;10.1;239;34.9;10.0;partly-cloudy
6345;18/01/2026 18:30;8.8;7.8;3.9;85.8;0.0;12;19.1;7.9;260;89.7;11.6;cloudy
4508;18/01/2026 18:30;8.7;8.2;4.3;69.7;0.0;26;12.6;6.0;273;43.5;15.7;partly-cloudy
4914;18/01/2026 18:30;8.3;7.7;3.6;73.5;0.0;7;16.4;7.3;221;81.2;15.3;cloudy
6519;18/01/2026 18:30;8.5;7.7;4.3;73.4;0.0;24;13.3;8.8;240;40.1;12.3;partly-cloudy
3605;18/01/2026 18:30;9.2;8.5;4.5;73.6;0.0;22;11.7;1.8;260;59.7;10.4;partly-cloudy
4384;18/01/2026 18:30;9.6;8.8;4.6;64.0;0.0;20;16.6;4.4;220;55.0;12.0;partly-cloudy
4424;18/01/2026 18:30;8.8;8.0;4.1;90.8;0.0;16;8.5;6.7;289;48.7;9.2;partly-cloudy
5483;18/01/2026 18:30;7.9;7.1;3.4;69.7;0.0;19;10.6;5.5;263;68.8;15.5;partly-cloudy
5669;18/01/2026 18:30;9.5;8.8;3.7;77.9;0.0;28;17.0;9.3;280;53.7;11.7;partly-cloudy
5824;18/01/2026 18:30;9.0;8.1;3.9;69.2;0.0;26;14.4;8.8;262;25.1;11.1;clear
10342;18/01/2026 18:30;8.2;7.6;3.9;68.6;0.0;6;13.9;7.0;212;80.0;10.7;cloudy
6172;18/01/2026 18:30;8.0;7.2;3.8;78.6;0.0;9;8.9;6.1;220;54.3;13.7;partly-cloudy
6361;18/01/2026 18:30;9.2;8.1;3.7;72.6;0.0;33;16.9;7.8;284;87.7;10.6;cloudy
10241;18/01/2026 18:30;9.7;9.0;3.5;74.1;0.0;16;15.3;6.8;277;61.0;12.6;partly-cloudy
10937;18/01/2026 18:30;8.6;7.5;3.8;79.0;0.0;25;15.1;9.9;261;75.7;14.3;partly-cloudy
4218;18/01/2026 18:30;8.4;7.4;3.9;74.5;0.0;6;16.4;8.1;282;83.9;13.0;cloudy
9932;18/01/2026 18:30;8.1;7.6;4.2;74.6;0.0;16;18.0;8.0;278;55.0;16.5;partly-cloudy
5134;18/01/2026 18:30;8.8;8.2;3.6;75.9;0.0;0;17.7;8.6;268;70.9;12.3;partly-cloudy
4604;18/01/2026 18:30;8.9;8.2;3.5;79.9;0.0;28;12.1;12.6;267;44.6;15.3;partly-cloudy
10188;18/01/2026 18:30;8.4;7.5;3.8;62.8;0.0;35;8.5;5.9;284;66.6;9.7;partly-cloudy
3641;18/01/2026 18:30;8.6;7.1;3.3;73.4;0.0;22;18.0;8.0;228;45.5;15.7;partly-cloudy
4165;18/01/2026 18:30;9.4;8.8;4.4;69.6;0.0;26;16.6;7.4;270;56.2;14.1;partly-cloudy
4722;18/01/2026 18:30;8.1;7.4;3.7;77.7;0.0;29;15.0;8.9;205;71.7;12.1;partly-cloudy
6584;18/01/2026 18:30;9.4;8.6;4.2;71.9;0.0;24;15.9;9.9;264;91.7;7.0;cloudy
5313;18/01/2026 18:30;8.2;7.5;3.6;72.6;0.0;3;17.9;9.6;247;81.9;13.5;cloudy
10422;18/01/2026 18:30;8.4;7.7;4.1;75.3;0.0;14;10.3;7.6;274;25.4;12.1;clear
3932;18/01/2026 18:30;9.7;9.0;4.3;73.7;0.0;26;11.4;7.7;261;76.3;12.0;partly-cloudy
9907;18/01/2026 18:30;8.5;7.9;3.9;80.5;0.0;14;19.8;7.7;272;81.1;11.9;cloudy
4856;18/01/2026 18:30;8.0;7.2;3.7;87.9;0.0;30;18.9;9.2;250;70.6;10.4;partly-cloudy
4995;18/01/2026 18:30;8.4;7.8;3.2;79.0;0.0;28;13.0;11.3;278;75.6;14.1;partly-cloudy
10394;18/01/2026 18:30;7.9;7.2;4.1;72.8;0.0;19;17.8;6.0;222;56.2;11.7;partly-cloudy
9989;18/01/2026 18:30;8.4;7.8;3.4;77.4;0.0;13;16.1;9.4;200;71.2;12.1;partly-cloudy
4930;18/01/2026 18:30;9.4;8.6;3.2;74.9;0.0;21;13.4;7.6;276;39.4;13.1;partly-cloudy
10258;18/01/2026 18:30;8.9;8.2;4.5;67.1;0.0;24;10.3;4.2;285;31.8;12.2;partly-cloudy
10793;18/01/2026 18:30;8.8;8.0;2.8;69.4;0.0;24;8.8;8.7;295;35.2;13.1;partly-cloudy
3897;18/01/2026 18:30;7.2;6.6;5.0;83.2;0.0;26;17.4;4.6;233;76.5;10.7;partly-cloudy
11352;18/01/2026 18:30;8.2;7.1;4.1;79.9;0.0;33;14.5;10.8;290;91.2;9.8;cloudy
4068;18/01/2026 18:30;9.4;8.3;4.3;66.3;0.0;12;16.0;9.2;259;55.9;12.7;partly-cloudy
5566;18/01/2026 18:30;8.2;7.7;3.4;68.1;0.0;13;10.0;7.7;288;45.5;10.9;partly-cloudy
5773;18/01/2026 18:30;8.8;7.9;4.0;71.0;0.0;15;16.8;9.7;220;48.1;11.7;partly-cloudy
10146;18/01/2026 18:30;7.5;6.8;3.8;76.3;0.0;15;15.6;6.0;259;67.4;7.5;partly-cloudy
4986;18/01/2026 18:30;9.8;9.0;3.6;76.2;0.0;30;17.1;9.4;221;73.0;11.1;partly-cloudy
5148;18/01/2026 18:30;8.7;8.0;3.8;64.3;0.1;28;12.2;9.3;206;65.7;9.6;partly-cloudy
10360;18/01/2026 18:30;9.6;9.0;4.1;85.6;0.0;25;18.1;7.1;291;54.0;13.1;partly-cloudy
5238;18/01/2026 18:30;7.4;6.2;3.8;71.0;0.0;13;11.6;10.2;211;55.9;10.6;partly-cloudy
5590;18/01/2026 18:30;8.3;7.8;3.6;68.5;0.0;26;14.9;9.3;260;48.7;14.2;partly-cloudy
3852;18/01/2026 18:30;8.7;8.1;4.0;79.4;0.0;13;14.6;8.7;289;32.8;12.4;partly-cloudy
10144;18/01/2026 18:30;8.8;8.2;4.0;65.0;0.0;25;18.5;7.2;208;79.5;12.7;partly-cloudy
6512;18/01/2026 18:30;9.4;8.8;4.2;84.8;0.0;17;13.4;12.9;245;66.0;13.7;partly-cloudy
9863;18/01/2026 18:30;8.8;8.2;3.7;78.4;0.0;19;16.0;11.2;238;40.1;13.2;partly-cloudy
3631;18/01/2026 18:30;8.5;8.0;4.0;70.0;0.0;19;14.8;8.5;258;82.2;12.7;cloudy
6819;18/01/2026 18:30;7.5;6.6;4.5;80.5;0.0;31;20.1;6.6;271;44.3;10.4;partly-cloudy
4381;18/01/2026 18:30;9.9;9.3;4.0;71.2;0.0;28;15.8;10.4;246;42.7;11.4;partly-cloudy
6026;18/01/2026 18:30;8.0;7.9;4.0;69.8;0.0;12;18.5;8.1;236;57.0;14.7;partly-cloudy
10128;18/01/2026 18:30;8.2;7.6;4.3;62.1;0.0;20;16.5;6.3;251;55.6;14.0;partly-cloudy
6070;18/01/2026 18:30;9.0;8.3;4.0;74.4;0.0;22;15.0;8.0;299;89.1;11.8;cloudy
10147;18/01/2026 18:30;7.1;6.5;4.0;76.8;0.0;23;16.8;6.2;264;75.7;13.4;partly-cloudy
6374;18/01/2026 18:30;7.4;6.5;3.9;75.4;0.0;34;13.6;7.9;229;60.8;15.9;partly-cloudy
4776;18/01/2026 18:30;8.3;7.6;4.6;82.2;0.0;20;12.7;6.5;280;65.2;14.0;partly-cloudy
11344;18/01/2026 18:30;8.1;7.5;3.6;73.6;0.0;9;18.3;7.5;232;69.4;11.4;partly-cloudy
11091;18/01/2026 18:30;7.9;7.2;4.2;78.5;0.0;19;18.8;7.8;236;64.0;12.5;partly-cloudy
4839;18/01/2026 18:30;8.5;7.9;4.2;82.2;0.0;27;14.8;9.6;207;41.7;10.9;partly-cloudy
3517;18/01/2026 18:30;8.7;8.2;4.2;77.1;0.0;13;11.3;9.1;204;51.2;15.5;partly-cloudy
10393;18/01/2026 18:30;8.5;7.9;4.0;77.0;0.0;27;16.3;8.5;246;57.3;13.0;partly-cloudy
3443;18/01/2026 18:30;8.1;7.6;3.4;80.0;0.0;25;14.8;7.2;241;90.0;10.6;cloudy
5069;18/01/2026 18:30;9.3;8.6;3.1;73.2;0.0;23;18.1;6.3;212;53.8;15.5;partly-cloudy
3794;18/01/2026 18:30;8.3;8.1;3.7;75.5;0.0;11;17.2;5.7;238;46.8;11.3;partly-cloudy
4994;18/01/2026 18:30;8.2;7.4;4.4;68.8;0.1;39;12.9;9.7;266;68.2;9.9;partly-cloudy
10364;18/01/2026 18:30;8.0;7.8;4.4;71.7;0.0;10;12.2;7.6;281;56.0;15.7;partly-cloudy
3770;18/01/2026 18:30;8.9;7.9;4.1;75.5;0.0;22;14.0;5.4;203;52.2;12.8;partly-cloudy
10008;18/01/2026 18:30;9.0;7.9;4.0;69.2;0.0;5;17.1;6.7;271;53.5;15.9;partly-cloudy
10112;18/01/2026 18:30;7.9;7.2;3.5;77.8;0.0;26;14.6;5.4;263;57.3;11.7;partly-cloudy
6052;18/01/2026 18:30;8.6;7.7;3.6;84.7;0.0;17;15.3;9.8;246;38.1;9.6;partly-cloudy
6337;18/01/2026 18:30;8.0;7.1;4.9;79.0;0.0;17;15.3;9.6;231;62.3;12.0;partly-cloudy
4996;18/01/2026 18:30;9.3;8.8;3.7;76.8;0.0;32;16.0;8.0;299;71.6;9.8;partly-cloudy
6578;18/01/2026 18:30;7.5;6.5;4.3;77.7;0.0;29;10.6;9.6;254;70.0;14.8;partly-cloudy
10796;18/01/2026 18:30;8.2;7.1;4.5;72.2;0.0;7;14.4;5.3;200;71.3;10.6;partly-cloudy
1022;18/01/2026 18:30;9.1;8.3;3.8;77.4;0.0;19;14.1;7.6;282;61.8;7.4;partly-cloudy
1027;18/01/2026 18:30;8.9;8.3;3.8;87.2;0.0;15;12.1;7.5;280;65.4;11.9;partly-cloudy
7119;18/01/2026 18:30;8.6;7.6;3.6;66.5;0.0;22;13.7;8.9;264;56.6;12.6;partly-cloudy
5712;18/01/2026 18:30;7.9;7.3;3.8;71.2;0.0;22;15.0;10.7;262;48.3;10.1;partly-cloudy
10825;18/01/2026 18:30;8.1;7.5;4.3;76.8;0.0;0;13.6;7.5;295;63.9;9.7;partly-cloudy
6169;18/01/2026 18:30;7.9;7.6;3.8;87.7;0.0;7;19.5;6.8;261;84.6;13.6;cloudy
11170;18/01/2026 18:30;8.5;7.6;4.3;82.6;0.0;13;18.6;12.9;216;59.2;12.1;partly-cloudy
11232;18/01/2026 18:30;9.3;8.5;4.3;77.9;0.0;18;17.4;6.6;240;57.3;11.3;partly-cloudy
10878;18/01/2026 18:30;9.2;8.2;3.7;66.7;0.0;27;13.6;8.0;245;51.2;9.8;partly-cloudy
4558;18/01/2026 18:30;9.9;9.2;4.5;57.3;0.0;19;18.4;7.7;296;80.2;14.0;cloudy
4609;18/01/2026 18:30;8.8;8.0;5.0;74.3;0.0;18;16.0;10.4;294;34.8;10.3;partly-cloudy
6912;18/01/2026 18:30;8.9;7.9;3.7;76.0;0.0;14;16.8;8.6;293;49.4;12.1;partly-cloudy
4841;18/01/2026 18:30;9.2;8.7;4.4;75.8;0.0;17;14.1;4.8;224;69.5;13.3;partly-cloudy
5890;18/01/2026 18:30;8.7;7.9;4.1;80.2;0.1;26;15.7;9.7;292;70.9;9.4;partly-cloudy
11262;18/01/2026 18:30;7.5;6.9;4.2;73.6;0.0;24;17.3;8.2;278;49.6;7.4;partly-cloudy
10553;18/01/2026 18:30;8.0;7.2;4.0;78.4;0.0;12;12.4;6.5;212;55.1;14.0;partly-cloudy
5963;18/01/2026 18:30;8.1;7.5;4.1;77.6;0.0;15;8.8;3.2;289;71.2;10.1;partly-cloudy
10439;18/01/2026 18:30;8.1;7.4;3.9;80.1;0.0;29;11.9;7.7;279;73.5;10.1;partly-cloudy
3672;18/01/2026 18:30;8.6;8.0;3.7;80.1;0.0;23;10.3;8.4;201;75.7;10.0;partly-cloudy
5064;18/01/2026 18:30;8.7;8.1;4.1;82.4;0.1;30;17.9;10.5;266;52.6;10.5;partly-cloudy
5242;18/01/2026 18:30;8.2;7.4;3.7;78.1;0.0;20;16.1;10.5;267;81.9;9.7;cloudy
10081;18/01/2026 18:30;8.8;7.7;4.3;67.3;0.0;24;15.9;6.7;288;59.2;10.7;partly-cloudy
3436;18/01/2026 18:30;8.0;7.4;3.6;83.2;0.0;31;17.9;7.8;243;46.2;13.1;partly-cloudy
5994;18/01/2026 18:30;7.7;6.7;3.7;70.7;0.0;24;14.8;8.4;280;58.7;14.3;partly-cloudy
6260;18/01/2026 18:30;7.9;7.4;3.8;75.4;0.0;11;19.7;5.8;243;8.7;10.9;clear
6405;18/01/2026 18:30;9.1;8.2;4.6;78.0;0.0;34;18.5;10.3;299;30.4;11.0;partly-cloudy
10353;18/01/2026 18:30;7.7;7.0;4.0;59.4;0.0;32;16.3;7.3;211;75.2;9.1;partly-cloudy
11166;18/01/2026 18:30;8.1;7.4;3.6;84.5;0.0;17;14.0;9.2;232;53.4;8.3;partly-cloudy
4196;18/01/2026 18:30;8.5;7.8;3.6;77.5;0.0;19;12.2;8.8;219;81.1;13.4;cloudy
3739;18/01/2026 18:30;8.4;7.7;4.7;88.6;0.0;16;15.7;6.1;203;50.9;11.8;partly-cloudy
9906;18/01/2026 18:30;8.6;8.2;3.8;68.0;0.0;20;21.9;9.3;235;87.4;16.1;cloudy
4803;18/01/2026 18:30;9.1;8.4;3.9;70.9;0.0;22;10.4;9.6;269;50.1;12.4;partly-cloudy
10871;18/01/2026 18:30;8.3;7.7;4.1;73.1;0.0;11;11.9;5.4;253;21.5;13.2;clear
5169;18/01/2026 18:30;8.1;7.3;4.0;73.8;0.0;9;20.0;7.7;210;46.0;13.3;partly-cloudy
7037;18/01/2026 18:30;8.0;7.3;3.3;74.9;0.0;28;15.2;7.3;214;53.7;8.9;partly-cloudy
7032;18/01/2026 18:30;9.4;8.7;4.6;79.4;0.0;18;18.6;10.6;238;36.5;14.9;partly-cloudy
5823;18/01/2026 18:30;8.6;8.0;3.4;83.1;0.0;6;16.2;9.3;282;77.9;11.8;partly-cloudy
11133;18/01/2026 18:30;8.4;8.0;3.9;73.9;0.0;22;18.4;7.2;209;52.6;12.0;partly-cloudy
9846;18/01/2026 18:30;8.5;8.1;4.2;79.1;0.0;8;12.7;8.5;260;61.5;10.9;partly-cloudy
3908;18/01/2026 18:30;8.6;7.8;4.4;81.1;0.0;28;19.2;9.5;296;77.7;10.6;partly-cloudy
4407;18/01/2026 18:30;8.4;7.7;3.8;80.0;0.0;23;9.4;7.8;271;50.1;8.8;partly-cloudy
